,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,pop_weighted
153664,2021,OH,Ohio,Coshocton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.2,,,33.1,47.4,36618,39031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.9301092 40.2967096),577.0,1472043.6
151227,2021,OH,Ohio,Crawford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.1,,,34.4,48.0,41754,39033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.9247827 40.8485244),578.0,1716089.4000000001
148304,2021,OH,Ohio,Cuyahoga,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.7,,,30.8,38.6,1249387,39035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.6049566 41.555037),2515.0,43353728.900000006
143576,2021,OH,Ohio,Darke,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.8,,,31.4,46.6,51597,39037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.6211906 40.1314669),2516.0,2001963.5999999999
154422,2021,OH,Ohio,Defiance,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,33.8,48.4,38144,39039,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.4864334 41.3216789),2517.0,1556275.2
151831,2021,OH,Ohio,Delaware,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,31.2,40.5,220740,39041,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.0074622 40.2789411),579.0,7902491.999999999
155411,2021,OH,Ohio,Erie,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.2,,,35.2,47.1,74852,39043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.5868354 41.3941426),2518.0,3083902.4000000004
155345,2021,OH,Ohio,Fairfield,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.0,,,37.1,50.4,161064,39045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.626685 39.747694),2519.0,7086816.0
153401,2021,OH,Ohio,Fayette,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.9,,,36.7,50.6,28906,39047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.4618927 39.5552462),580.0,1268973.4
157309,2021,OH,Ohio,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,32.1,39.3,1321414,39049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.0090858 39.9698749),2520.0,47306621.199999996
145879,2021,OH,Ohio,Fulton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,34.6,48.7,42450,39051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1242667 41.5972639),2521.0,1770165.0000000002
146840,2021,OH,Ohio,Gallia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.7,,,34.2,47.0,29158,39053,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.3017463 38.8170456),581.0,1186730.6
144540,2021,OH,Ohio,Geauga,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.2,,,28.5,42.3,95565,39055,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.1735054 41.4993217),582.0,3363888.0000000005
157504,2021,OH,Ohio,Greene,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.9,,,31.0,42.8,168412,39057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.8948943 39.6874785),2522.0,6214402.8
153765,2021,OH,Ohio,Guernsey,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.3,,,37.7,51.0,38287,39059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.497875 40.0566648),583.0,1696114.0999999999
146310,2021,OH,Ohio,Hamilton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,31.1,39.7,826139,39061,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.5441868 39.1969272),2562.0,29162706.7
147778,2021,OH,Ohio,Hancock,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.4,,,31.6,43.4,74656,39063,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.6659471 41.000217),2563.0,2792134.4
144713,2021,OH,Ohio,Hardin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.3,,,34.4,48.4,30621,39065,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.6640773 40.6604152),584.0,1264647.2999999998
151050,2021,OH,Ohio,Harrison,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.6,,,35.3,50.2,14477,39067,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.0915651 40.2923175),2564.0,616720.2000000001
153435,2021,OH,Ohio,Henry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.8,,,33.9,49.9,27538,39069,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.0688996 41.3315843),2565.0,1151088.4
145399,2021,OH,Ohio,Highland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.0,,,37.3,50.7,43354,39071,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.601359 39.1844221),2566.0,1907576.0
160544,2021,OH,Ohio,Hocking,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.9,,,37.3,50.7,28097,39073,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.4834473 39.4903424),585.0,1233458.3
160351,2021,OH,Ohio,Holmes,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.4,47.2,44271,39075,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.9300012 40.5655971),2567.0,1730996.1
143920,2021,OH,Ohio,Huron,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.3,,,35.3,49.1,58367,39077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.594641 41.1450798),586.0,2468924.0999999996
150110,2021,OH,Ohio,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,46.6,,,40.1,53.4,32511,39079,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.614142 39.0134773),2568.0,1515012.6
160532,2021,OH,Ohio,Jefferson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,36.6,47.1,64789,39081,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.7635272 40.3993836),2569.0,2701701.3000000003
157227,2021,OH,Ohio,Knox,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.2,,,34.2,46.6,62897,39083,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.4223929 40.4036198),2570.0,2528459.4000000004
154558,2021,OH,Ohio,Lake,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,30.3,43.6,232023,39085,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.1973297 41.7781416),2571.0,8492041.8
146571,2021,OH,Ohio,Lawrence,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,46.6,,,40.8,52.4,57445,39087,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.5171856 38.6038659),2572.0,2676937.0
151833,2021,OH,Ohio,Licking,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.5,,,32.7,45.1,180401,39089,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.4834352 40.0915047),587.0,6945438.5
157635,2021,OH,Ohio,Logan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,32.8,47.4,46035,39091,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.766343 40.3875532),588.0,1836796.5
158708,2021,OH,Ohio,Lorain,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.4,,,31.6,43.3,315595,39093,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.179722 41.4388045),2573.0,11803253.0
156373,2021,OH,Ohio,Lucas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.8,,,37.5,46.3,429191,39095,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.4689033 41.6823213),2574.0,17940183.799999997
157263,2021,OH,Ohio,Madison,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.9,,,33.1,49.1,44386,39097,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.4008847 39.8966074),589.0,1815387.4
157676,2021,OH,Ohio,Mahoning,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.1,,,36.0,46.4,226762,39099,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.7703956 41.0108798),2575.0,9319918.200000001
146773,2021,OH,Ohio,Marion,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,46.4,,,40.0,52.6,65291,39101,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.1688034 40.5880337),2576.0,3029502.4
147527,2021,OH,Ohio,Medina,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.7,,,31.7,44.3,183092,39103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.8997641 41.1161742),590.0,6902568.4
148743,2021,OH,Ohio,Meigs,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.6,,,33.2,46.4,22049,39105,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.0283968 39.0898068),2610.0,873140.4
159759,2021,OH,Ohio,Mercer,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,31.5,43.6,42309,39107,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.6320588 40.5353325),2611.0,1586587.5
146924,2021,OH,Ohio,Miami,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.8,46.6,109264,39109,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.2284135 40.0533257),591.0,4272222.4
154378,2021,OH,Ohio,Monroe,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.8,,,32.8,47.0,13329,39111,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.0909834 39.7262526),2612.0,530494.2
150507,2021,OH,Ohio,Montgomery,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.6,,,36.2,45.3,535840,39113,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.2905915 39.7537357),2613.0,21755104.0
150411,2021,OH,Ohio,Morgan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.3,,,37.5,52.7,13682,39115,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.8616967 39.6249458),2614.0,619794.6
145324,2021,OH,Ohio,Morrow,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.0,,,34.0,48.3,35151,39117,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.7977288 40.5252659),592.0,1441191.0
158986,2021,OH,Ohio,Muskingum,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.7,,,39.2,50.2,86408,39119,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.9435064 39.9660457),2615.0,3862437.6
154612,2021,OH,Ohio,Noble,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.6,,,33.3,48.1,14176,39121,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.452493 39.7672317),2616.0,575545.6
157170,2021,OH,Ohio,Ottawa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.3,,,30.3,44.3,40104,39123,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.0126127 41.5454953),2617.0,1495879.2
159761,2021,OH,Ohio,Paulding,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.7,,,36.1,51.7,18871,39125,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.5821249 41.1189483),593.0,824662.7000000001
144400,2021,OH,Ohio,Perry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.1,,,36.5,50.0,35460,39127,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.2379525 39.7431874),2618.0,1528326.0
159515,2021,OH,Ohio,Pickaway,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.1,,,34.4,50.5,59333,39129,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.0528267 39.648947),2619.0,2497919.3000000003
143879,2021,OH,Ohio,Pike,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.5,,,32.9,46.7,27089,39131,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.0529107 39.0713413),594.0,1070015.5
156763,2021,OH,Ohio,Portage,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,29.8,40.8,162382,39133,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.1969618 41.1689703),2620.0,5732084.6
161089,2021,OH,Ohio,Preble,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,,,32.4,47.6,40867,39135,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.6447584 39.7388104),2621.0,1634680.0
156606,2021,OH,Ohio,Putnam,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.0,,,29.4,42.8,34318,39137,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1298791 41.0245334),595.0,1235448.0
151874,2021,OH,Ohio,Richland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.0,,,35.3,47.0,125195,39139,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.5427812 40.774159),2622.0,5132995.0
151732,2021,OH,Ohio,Ross,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.4,,,37.0,48.0,76891,39141,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.0595381 39.3238949),2623.0,3260178.4
145801,2021,OH,Ohio,Sandusky,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.1,,,35.6,49.2,58715,39143,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.1427763 41.3553193),596.0,2471901.5
159251,2021,OH,Ohio,Scioto,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,47.4,,,41.9,53.1,73346,39145,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.998675 38.8148886),2624.0,3476600.4
156957,2021,OH,Ohio,Seneca,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.0,,,35.6,48.7,54906,39147,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.1275469 41.1199923),597.0,2306052.0
145044,2021,OH,Ohio,Shelby,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,33.1,48.6,47977,39149,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.2041425 40.3366802),2625.0,1957461.5999999999
160595,2021,OH,Ohio,Stark,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.8,,,36.6,46.8,373834,39151,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.3656673 40.8141314),2626.0,15626261.2
145579,2021,OH,Ohio,Summit,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.6,,,38.1,47.2,537633,39153,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.5349279 41.1218471),2661.0,22903165.8
143829,2021,OH,Ohio,Trumbull,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.9,,,36.6,47.8,201335,39155,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.7703998 41.3063744),2662.0,8435936.5
146159,2021,OH,Ohio,Tuscarawas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.7,,,33.9,45.4,92500,39157,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.4711052 40.4474903),598.0,3672250.0000000005
155969,2021,OH,Ohio,Union,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,29.6,42.0,64971,39159,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.3670416 40.2959008),599.0,2306470.5
156235,2021,OH,Ohio,Van Wert,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.0,,,36.8,51.2,28732,39161,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.5857751 40.8555203),2663.0,1264208.0
156425,2021,OH,Ohio,Vinton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.5,,,35.2,49.9,12696,39163,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.4859614 39.2520418),2664.0,539580.0
152083,2021,OH,Ohio,Warren,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,29.1,42.1,246553,39165,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.1699402 39.4256625),600.0,8703320.899999999
152087,2021,OH,Ohio,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.4,,,40.1,50.6,59423,39167,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.4906359 39.4506764),2665.0,2697804.1999999997
155585,2021,OH,Ohio,Wayne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,30.6,45.0,116710,39169,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.8871942 40.8296612),601.0,4388296.0
160718,2021,OH,Ohio,Williams,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.1,,,34.7,49.7,36716,39171,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.5843235 41.5649587),2666.0,1545743.6
154299,2021,OH,Ohio,Wood,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.7,,,34.8,47.0,132472,39173,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.6226821 41.3601834),2667.0,5391610.4
155860,2021,OH,Ohio,Wyandot,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.3,,,27.5,42.2,21708,39175,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.313681 40.8397816),3144.0,744584.3999999999
145388,2021,OK,Oklahoma,Adair,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.0,,,35.1,51.1,19414,40001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.6510258 35.8980428),2668.0,834802.0
145739,2021,OK,Oklahoma,Alfalfa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,29.8,45.9,5710,40003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.3234449 36.7297032),2669.0,214696.0
148164,2021,OK,Oklahoma,Atoka,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,32.6,49.3,14324,40005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-96.0365577 34.3924691),602.0,584419.2
157804,2021,OK,Oklahoma,Beaver,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.0,,,30.5,46.0,4980,40007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-100.4830555 36.7483343),2670.0,189240.0
157371,2021,OK,Oklahoma,Beckham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.4,,,35.3,51.5,22046,40009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.6900574 35.2706008),2671.0,956796.4
156461,2021,OK,Oklahoma,Blaine,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.1,,,34.7,51.4,8562,40011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.4290308 35.8777951),603.0,360460.2
153524,2021,OK,Oklahoma,Bryan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.8,,,37.0,49.0,47105,40013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-96.2651348 33.9640035),2672.0,2016093.9999999998
152357,2021,OK,Oklahoma,Caddo,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.7,,,36.4,51.2,26368,40015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.3810447 35.1679202),2673.0,1152281.6
156363,2021,OK,Oklahoma,Canadian,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.2,,,31.4,41.7,161737,40017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.9798891 35.5433544),2674.0,5854879.4
143681,2021,OK,Oklahoma,Carter,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.9,,,33.9,48.0,48291,40019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.2879273 34.2518484),604.0,1975101.9
146403,2021,OK,Oklahoma,Cherokee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.7,,,36.2,51.3,47627,40021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.9967964 35.9043668),2711.0,2081299.9000000001
155267,2021,OK,Oklahoma,Choctaw,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.4,,,33.7,49.3,14307,40023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-95.5540792 34.0276995),2712.0,592309.7999999999
158515,2021,OK,Oklahoma,Cimarron,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.7,,,29.3,45.4,2248,40025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.5176984 36.7483904),2713.0,82501.6
155221,2021,OK,Oklahoma,Cleveland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,29.2,40.1,297597,40027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.3230884 35.2063756),605.0,10296856.200000001
143836,2021,OK,Oklahoma,Coal,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.3,,,33.9,50.9,5276,40029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-96.288039 34.5828612),2714.0,223174.8
151821,2021,OK,Oklahoma,Comanche,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.2,,,39.0,51.0,122063,40031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.4765859 34.6626252),2715.0,5517247.600000001
152845,2021,OK,Oklahoma,Cotton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.6,,,33.0,50.5,5480,40033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.3734379 34.290676),2716.0,227968.0
160887,2021,OK,Oklahoma,Craig,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.7,,,35.6,52.2,14115,40035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-95.2015531 36.7638896),2717.0,616825.5
150206,2021,OK,Oklahoma,Creek,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,35.0,49.0,72029,40037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-96.3801769 35.9073976),606.0,3003609.3000000003
153209,2021,OK,Oklahoma,Custer,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.4,,,37.4,51.5,28163,40039,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-98.9973857 35.6456012),607.0,1250437.2
149336,2021,OK,Oklahoma,Delaware,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.7,,,33.8,48.6,41000,40041,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.8081892 36.3934371),2718.0,1668700.0000000002
153272,2021,OK,Oklahoma,Dewey,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.8,,,29.7,46.1,4417,40043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.014385 35.9779598),608.0,166962.59999999998
151938,2021,OK,Oklahoma,Ellis,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.4,,,31.6,47.8,3762,40045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-99.7501388 36.2242576),2719.0,148222.8
148796,2021,OK,Oklahoma,Garfield,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.8,,,37.4,50.1,61926,40047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.7887411 36.3781319),2720.0,2712358.8
